Date,Close,MA50,MA200,RSI,MACD,MACD_Signal,BB_High,BB_Low,BB_Mid,VWAP,Return,Volatility,ATR,Stoch_K,Stoch_D,OBV,Hammer,Bullish_Engulfing,Bearish_Engulfing,Doji,Morning_Star,Evening_Star,Shooting_Star,Piercing_Line,Dark_Cloud_Cover
2020-10-19,1142.81005859375,1048.02583984375,1015.8976864624024,74.56006254332569,31.955023016512087,25.10002045454477,1207.7578348857774,933.4811421650039,1070.6194885253906,971.5368647523354,0.0035018967267395062,0.2890052229613037,33.25399103984948,79.55669843537882,74.67072097817574,232578936.0,0,0,0,0,0,0,0,0,0
2020-10-20,1162.180419921875,1051.3169177246093,1015.6382260131836,75.52982947035355,33.391525476584775,26.75832145895277,1217.1897737604475,940.6327787297871,1078.9112762451173,972.4046126526191,0.016949764470887363,0.2860904770545024,33.58971440360027,90.1440902117615,82.67054149502957,246284925.0,0,0,0,0,0,0,0,0,0
2020-10-21,1183.782470703125,1054.7361840820313,1015.4480813598633,76.03774381423919,35.85970068025608,28.578597303213435,1227.0801221664128,950.8060655777276,1088.9430938720702,973.6481957863766,0.018587519124356078,0.2770822139571041,33.20990298876929,97.32750581695993,89.0094314880334,264105301.0,0,0,0,0,0,0,0,0,0
2020-10-22,1171.0587158203125,1057.9569982910157,1015.2814382934571,70.52133097250527,36.36979823458614,30.13683748948798,1233.0205563462114,962.531683644023,1097.7761199951171,974.3596938133834,-0.01074838933478639,0.286042300867289,32.91148830786061,87.3570975529892,91.60956452723686,253148771.0,0,0,0,0,0,0,0,0,0
2020-10-23,1173.4326171875,1061.3135974121094,1015.2569888305665,70.04452320451648,36.54434772969648,31.418339537529683,1234.3957615049385,980.6598903505302,1107.5278259277343,974.8778425698896,0.0020271411972068165,0.2724037735180199,32.38244759257915,87.82053185117549,90.8350450737082,261081886.0,0,0,0,0,0,0,0,0,0
2020-10-26,1149.7890625,1064.6644970703126,1015.0210299682617,61.20424357426255,34.378547698318926,32.010381169687534,1231.0532235157732,999.850127314305,1115.451675415039,975.4376371601284,-0.02014905188520255,0.2911024601746182,32.63679094559849,64.63828467808811,79.9386380274176,251295898.0,0,0,0,0,0,0,0,0,0
2020-10-27,1170.86865234375,1068.4692724609374,1014.906135559082,61.72423799154321,33.97148022311376,32.40260098037278,1228.5810268473888,1019.3094638752674,1123.945245361328,976.2116893120893,0.018333440916472377,0.2935250629225696,33.376071247588506,79.577642135746,77.34548622166984,263454788.0,0,0,0,0,0,0,0,0,0
2020-10-28,1148.5546875,1071.3767395019531,1014.6127291870117,53.005719763706985,31.48538195474066,32.21915717524636,1220.8476585838778,1041.0056983497159,1130.9266784667968,976.6755947398667,-0.019057615727505972,0.3088792580717803,32.75548860554175,52.41366086672776,65.54319589352062,255169195.0,0,0,0,0,0,0,0,0,0
2020-10-29,1127.2852783203125,1073.6670129394531,1014.159327697754,41.62603212207783,27.482071388778195,31.27174001795273,1210.7626032730263,1061.4026799300987,1136.0826416015625,977.237639803337,-0.018518412236846582,0.319591059363976,31.7889894658706,26.66672134848307,52.8860081169856,243639183.0,0,0,0,0,0,0,0,0,0
2020-10-30,1123.8194580078125,1076.0322985839844,1013.6729299926758,44.222663415457454,23.755912813436908,29.76857457704957,1203.2182131336863,1076.2205075694387,1139.7193603515625,977.5104649303379,-0.003074483787869675,0.31052191007468677,30.825895290022668,22.47129376452079,33.850558659910526,237877825.0,0,0,0,1,0,0,0,0,0
